,Ticker,Attribute,Recent
2458,PLD,Enterprise Value 3,
2459,PLD,Trailing P/E,
2460,PLD,Forward P/E 1,
2461,PLD,PEG Ratio (5 yr expected) 1,
2462,PLD,Price/Sales (ttm),
2463,PLD,Price/Book (mrq),
2464,PLD,Enterprise Value/Revenue 3,
2465,PLD,Enterprise Value/EBITDA 7,
2466,PM,Market Cap (intraday) 5,
2467,PM,Enterprise Value 3,
2468,PM,Trailing P/E,
2469,PM,Forward P/E 1,
2470,PM,PEG Ratio (5 yr expected) 1,
2471,PM,Price/Sales (ttm),
2472,PM,Price/Book (mrq),
2473,PM,Enterprise Value/Revenue 3,
2474,PM,Enterprise Value/EBITDA 7,
2475,PNC,Market Cap (intraday) 5,
2476,PNC,Enterprise Value 3,
2477,PNC,Trailing P/E,
2478,PNC,Forward P/E 1,
2479,PNC,PEG Ratio (5 yr expected) 1,
2480,PNC,Price/Sales (ttm),
2481,PNC,Price/Book (mrq),
2482,PNC,Enterprise Value/Revenue 3,
2483,PNC,Enterprise Value/EBITDA 7,
2484,PNR,Market Cap (intraday) 5,12.45B
2485,PNR,Enterprise Value 3,13.06B
2486,PNR,Trailing P/E,24.91
2487,PNR,Forward P/E 1,19.92
2488,PNR,PEG Ratio (5 yr expected) 1,1.60
2489,PNR,Price/Sales (ttm),3.53
2490,PNR,Price/Book (mrq),5.33
2491,PNR,Enterprise Value/Revenue 3,3.66
2492,PNR,Enterprise Value/EBITDA 7,19.26
2493,POOL,Market Cap (intraday) 5,22.79B
2494,POOL,Enterprise Value 3,23.29B
2495,POOL,Trailing P/E,38.51
2496,POOL,Forward P/E 1,
2497,POOL,PEG Ratio (5 yr expected) 1,
2498,POOL,Price/Sales (ttm),4.55
2499,POOL,Price/Book (mrq),23.13
2500,POOL,Enterprise Value/Revenue 3,4.57
2501,POOL,Enterprise Value/EBITDA 7,28.80
2502,PPL,Market Cap (intraday) 5,21.52B
2503,PPL,Enterprise Value 3,27.89B
2504,PPL,Trailing P/E,25.36
2505,PPL,Forward P/E 1,18.48
2506,PPL,PEG Ratio (5 yr expected) 1,
2507,PPL,Price/Sales (ttm),2.82
2508,PPL,Price/Book (mrq),1.48
2509,PPL,Enterprise Value/Revenue 3,3.57
2510,PPL,Enterprise Value/EBITDA 7,6.50
2511,PRU,Market Cap (intraday) 5,41.65B
2512,PRU,Enterprise Value 3,60.21B
2513,PRU,Trailing P/E,6.00
2514,PRU,Forward P/E 1,8.76
2515,PRU,PEG Ratio (5 yr expected) 1,1.56
2516,PRU,Price/Sales (ttm),0.61
2517,PRU,Price/Book (mrq),0.67
2518,PRU,Enterprise Value/Revenue 3,0.85
2519,PRU,Enterprise Value/EBITDA 7,
2520,PSA,Market Cap (intraday) 5,57.34B
2521,PSA,Enterprise Value 3,66.17B
2522,PSA,Trailing P/E,39.07
2523,PSA,Forward P/E 1,34.97
2524,PSA,PEG Ratio (5 yr expected) 1,2.66
2525,PSA,Price/Sales (ttm),17.69
2526,PSA,Price/Book (mrq),11.46
2527,PSA,Enterprise Value/Revenue 3,20.42
2528,PSA,Enterprise Value/EBITDA 7,27.40
2529,PTC,Market Cap (intraday) 5,12.97B
2530,PTC,Enterprise Value 3,14.29B
2531,PTC,Trailing P/E,27.30
2532,PTC,Forward P/E 1,27.40
2533,PTC,PEG Ratio (5 yr expected) 1,2.11
2534,PTC,Price/Sales (ttm),7.20
2535,PTC,Price/Book (mrq),6.36
2536,PTC,Enterprise Value/Revenue 3,7.91
2537,PTC,Enterprise Value/EBITDA 7,25.30
2538,PVH,Market Cap (intraday) 5,8.40B
2539,PVH,Enterprise Value 3,11.83B
2540,PVH,Trailing P/E,29.19
2541,PVH,Forward P/E 1,11.93
2542,PVH,PEG Ratio (5 yr expected) 1,
2543,PVH,Price/Sales (ttm),0.99
2544,PVH,Price/Book (mrq),1.67
2545,PVH,Enterprise Value/Revenue 3,1.38
2546,PVH,Enterprise Value/EBITDA 7,12.44
2547,PWR,Market Cap (intraday) 5,17.38B
2548,PWR,Enterprise Value 3,18.88B
2549,PWR,Trailing P/E,32.02
2550,PWR,Forward P/E 1,19.23
2551,PWR,PEG Ratio (5 yr expected) 1,
2552,PWR,Price/Sales (ttm),1.48
2553,PWR,Price/Book (mrq),3.75
2554,PWR,Enterprise Value/Revenue 3,1.58
2555,PWR,Enterprise Value/EBITDA 7,17.79
2556,PXD,Market Cap (intraday) 5,45.91B
2557,PXD,Enterprise Value 3,52.45B
2558,PXD,Trailing P/E,32.09
2559,PXD,Forward P/E 1,8.94
2560,PXD,PEG Ratio (5 yr expected) 1,0.31
2561,PXD,Price/Sales (ttm),2.93
2562,PXD,Price/Book (mrq),1.98
2563,PXD,Enterprise Value/Revenue 3,3.67
2564,PXD,Enterprise Value/EBITDA 7,12.56
2565,QCOM,Market Cap (intraday) 5,
2566,QCOM,Enterprise Value 3,
2567,QCOM,Trailing P/E,
2568,QCOM,Forward P/E 1,
2569,QCOM,PEG Ratio (5 yr expected) 1,
2570,QCOM,Price/Sales (ttm),
2571,QCOM,Price/Book (mrq),
2572,QCOM,Enterprise Value/Revenue 3,
2573,QCOM,Enterprise Value/EBITDA 7,
2574,QRVO,Market Cap (intraday) 5,16.82B
2575,QRVO,Enterprise Value 3,17.41B
2576,QRVO,Trailing P/E,15.80
2577,QRVO,Forward P/E 1,12.85
2578,QRVO,PEG Ratio (5 yr expected) 1,1.20
2579,QRVO,Price/Sales (ttm),3.85
2580,QRVO,Price/Book (mrq),3.56
2581,QRVO,Enterprise Value/Revenue 3,3.84
2582,QRVO,Enterprise Value/EBITDA 7,10.79
2583,RCL,Market Cap (intraday) 5,19.96B
2584,RCL,Enterprise Value 3,38.13B
2585,RCL,Trailing P/E,57.31
2586,RCL,Forward P/E 1,142.86
2587,RCL,PEG Ratio (5 yr expected) 1,
2588,RCL,Price/Sales (ttm),32.77
2589,RCL,Price/Book (mrq),3.09
2590,RCL,Enterprise Value/Revenue 3,65.29
2591,RCL,Enterprise Value/EBITDA 7,-14.06
2592,RE,Market Cap (intraday) 5,10.94B
2593,RE,Enterprise Value 3,11.78B
2594,RE,Trailing P/E,10.98
2595,RE,Forward P/E 1,8.25
2596,RE,PEG Ratio (5 yr expected) 1,
2597,RE,Price/Sales (ttm),1.00
2598,RE,Price/Book (mrq),1.10
2599,RE,Enterprise Value/Revenue 3,1.08
2600,RE,Enterprise Value/EBITDA 7,
2601,REG,Market Cap (intraday) 5,12.73B
2602,REG,Enterprise Value 3,16.34B
2603,REG,Trailing P/E,38.32
2604,REG,Forward P/E 1,33.67
2605,REG,PEG Ratio (5 yr expected) 1,1.67
2606,REG,Price/Sales (ttm),11.22
2607,REG,Price/Book (mrq),2.10
2608,REG,Enterprise Value/Revenue 3,14.49
2609,REG,Enterprise Value/EBITDA 7,20.49
2610,REGN,Market Cap (intraday) 5,
2611,REGN,Enterprise Value 3,
2612,REGN,Trailing P/E,
2613,REGN,Forward P/E 1,
2614,REGN,PEG Ratio (5 yr expected) 1,
2615,REGN,Price/Sales (ttm),
2616,REGN,Price/Book (mrq),
2617,REGN,Enterprise Value/Revenue 3,
2618,REGN,Enterprise Value/EBITDA 7,
2619,RJF,Market Cap (intraday) 5,
2620,RJF,Enterprise Value 3,
2621,RJF,Trailing P/E,
2622,RJF,Forward P/E 1,
2623,RJF,PEG Ratio (5 yr expected) 1,
2624,RJF,Price/Sales (ttm),
2625,RJF,Price/Book (mrq),
2626,RJF,Enterprise Value/Revenue 3,
2627,RJF,Enterprise Value/EBITDA 7,
2628,RL,Market Cap (intraday) 5,9.15B
2629,RL,Enterprise Value 3,9.58B
2630,RL,Trailing P/E,23.16
2631,RL,Forward P/E 1,17.12
2632,RL,PEG Ratio (5 yr expected) 1,0.44
2633,RL,Price/Sales (ttm),1.65
2634,RL,Price/Book (mrq),3.20
2635,RL,Enterprise Value/Revenue 3,1.71
2636,RL,Enterprise Value/EBITDA 7,11.09
2637,ROK,Market Cap (intraday) 5,40.13B
2638,ROK,Enterprise Value 3,43.84B
2639,ROK,Trailing P/E,29.88
2640,ROK,Forward P/E 1,32.36
2641,ROK,PEG Ratio (5 yr expected) 1,3.74
2642,ROK,Price/Sales (ttm),5.79
2643,ROK,Price/Book (mrq),16.79
2644,ROK,Enterprise Value/Revenue 3,6.27
2645,ROK,Enterprise Value/EBITDA 7,24.21
2646,ROL,Market Cap (intraday) 5,
2647,ROL,Enterprise Value 3,
2648,ROL,Trailing P/E,
2649,ROL,Forward P/E 1,
2650,ROL,PEG Ratio (5 yr expected) 1,
2651,ROL,Price/Sales (ttm),
2652,ROL,Price/Book (mrq),
2653,ROL,Enterprise Value/Revenue 3,
2654,ROL,Enterprise Value/EBITDA 7,
2655,ROP,Market Cap (intraday) 5,
2656,ROP,Enterprise Value 3,
2657,ROP,Trailing P/E,
2658,ROP,Forward P/E 1,
2659,ROP,PEG Ratio (5 yr expected) 1,
2660,ROP,Price/Sales (ttm),
2661,ROP,Price/Book (mrq),
2662,ROP,Enterprise Value/Revenue 3,
2663,ROP,Enterprise Value/EBITDA 7,
2664,RSG,Market Cap (intraday) 5,43.88B
2665,RSG,Enterprise Value 3,53.37B
2666,RSG,Trailing P/E,36.51
2667,RSG,Forward P/E 1,30.30
2668,RSG,PEG Ratio (5 yr expected) 1,3.58
2669,RSG,Price/Sales (ttm),4.05
2670,RSG,Price/Book (mrq),4.95
2671,RSG,Enterprise Value/Revenue 3,4.89
2672,RSG,Enterprise Value/EBITDA 7,17.51
2673,SBAC,Market Cap (intraday) 5,37.96B
2674,SBAC,Enterprise Value 3,51.87B
2675,SBAC,Trailing P/E,134.27
2676,SBAC,Forward P/E 1,76.92
2677,SBAC,PEG Ratio (5 yr expected) 1,
2678,SBAC,Price/Sales (ttm),17.82
2679,SBAC,Price/Book (mrq),
2680,SBAC,Enterprise Value/Revenue 3,23.06
2681,SBAC,Enterprise Value/EBITDA 7,35.55
2682,SBUX,Market Cap (intraday) 5,133.71B
2683,SBUX,Enterprise Value 3,150.70B
2684,SBUX,Trailing P/E,32.19
2685,SBUX,Forward P/E 1,33.33
2686,SBUX,PEG Ratio (5 yr expected) 1,3.05
2687,SBUX,Price/Sales (ttm),4.65
2688,SBUX,Price/Book (mrq),
2689,SBUX,Enterprise Value/Revenue 3,5.19
2690,SBUX,Enterprise Value/EBITDA 7,20.50
2691,SCHW,Market Cap (intraday) 5,156.81B
2692,SCHW,Enterprise Value 3,
2693,SCHW,Trailing P/E,31.42
2694,SCHW,Forward P/E 1,23.87
2695,SCHW,PEG Ratio (5 yr expected) 1,1.16
2696,SCHW,Price/Sales (ttm),8.69
2697,SCHW,Price/Book (mrq),3.30
2698,SCHW,Enterprise Value/Revenue 3,
2699,SCHW,Enterprise Value/EBITDA 7,
2700,SEE,Market Cap (intraday) 5,9.60B
2701,SEE,Enterprise Value 3,13.08B
2702,SEE,Trailing P/E,21.74
2703,SEE,Forward P/E 1,16.00
2704,SEE,PEG Ratio (5 yr expected) 1,
2705,SEE,Price/Sales (ttm),1.87
2706,SEE,Price/Book (mrq),75.18
2707,SEE,Enterprise Value/Revenue 3,2.45
2708,SEE,Enterprise Value/EBITDA 7,12.90
2709,SNA,Market Cap (intraday) 5,11.66B
2710,SNA,Enterprise Value 3,12.16B
2711,SNA,Trailing P/E,14.82
2712,SNA,Forward P/E 1,15.43
2713,SNA,PEG Ratio (5 yr expected) 1,1.58
2714,SNA,Price/Sales (ttm),2.61
2715,SNA,Price/Book (mrq),2.88
2716,SNA,Enterprise Value/Revenue 3,2.66
2717,SNA,Enterprise Value/EBITDA 7,9.95
2718,SO,Market Cap (intraday) 5,
2719,SO,Enterprise Value 3,
2720,SO,Trailing P/E,
2721,SO,Forward P/E 1,
2722,SO,PEG Ratio (5 yr expected) 1,
2723,SO,Price/Sales (ttm),
2724,SO,Price/Book (mrq),
2725,SO,Enterprise Value/Revenue 3,
2726,SO,Enterprise Value/EBITDA 7,
2727,SPGI,Market Cap (intraday) 5,109.54B
2728,SPGI,Enterprise Value 3,108.26B
2729,SPGI,Trailing P/E,39.18
2730,SPGI,Forward P/E 1,31.06
2731,SPGI,PEG Ratio (5 yr expected) 1,2.96
2732,SPGI,Price/Sales (ttm),13.60
2733,SPGI,Price/Book (mrq),59.37
2734,SPGI,Enterprise Value/Revenue 3,13.41
2735,SPGI,Enterprise Value/EBITDA 7,25.60
2736,STE,Market Cap (intraday) 5,22.81B
2737,STE,Enterprise Value 3,26.07B
2738,STE,Trailing P/E,80.00
2739,STE,Forward P/E 1,26.25
2740,STE,PEG Ratio (5 yr expected) 1,2.14
2741,STE,Price/Sales (ttm),5.39
2742,STE,Price/Book (mrq),3.49
2743,STE,Enterprise Value/Revenue 3,6.77
2744,STE,Enterprise Value/EBITDA 7,36.35
2745,STT,Market Cap (intraday) 5,34.13B
2746,STT,Enterprise Value 3,
2747,STT,Trailing P/E,13.75
2748,STT,Forward P/E 1,11.06
2749,STT,PEG Ratio (5 yr expected) 1,1.18
2750,STT,Price/Sales (ttm),3.06
2751,STT,Price/Book (mrq),1.35
2752,STT,Enterprise Value/Revenue 3,
2753,STT,Enterprise Value/EBITDA 7,
2754,STX,Market Cap (intraday) 5,22.50B
2755,STX,Enterprise Value 3,26.64B
2756,STX,Trailing P/E,14.90
2757,STX,Forward P/E 1,11.55
2758,STX,PEG Ratio (5 yr expected) 1,1.20
2759,STX,Price/Sales (ttm),2.09
2760,STX,Price/Book (mrq),37.43
2761,STX,Enterprise Value/Revenue 3,2.32
2762,STX,Enterprise Value/EBITDA 7,11.63
2763,SWK,Market Cap (intraday) 5,30.93B
2764,SWK,Enterprise Value 3,35.78B
2765,SWK,Trailing P/E,17.12
2766,SWK,Forward P/E 1,15.95
2767,SWK,PEG Ratio (5 yr expected) 1,
2768,SWK,Price/Sales (ttm),1.81
2769,SWK,Price/Book (mrq),2.93
2770,SWK,Enterprise Value/Revenue 3,2.08
2771,SWK,Enterprise Value/EBITDA 7,12.57
2772,SWKS,Market Cap (intraday) 5,25.93B
2773,SWKS,Enterprise Value 3,27.14B
2774,SWKS,Trailing P/E,17.51
2775,SWKS,Forward P/E 1,13.57
2776,SWKS,PEG Ratio (5 yr expected) 1,1.10
2777,SWKS,Price/Sales (ttm),5.13
2778,SWKS,Price/Book (mrq),4.90
2779,SWKS,Enterprise Value/Revenue 3,5.31
2780,SWKS,Enterprise Value/EBITDA 7,13.25
2781,SYF,Market Cap (intraday) 5,27.20B
2782,SYF,Enterprise Value 3,
2783,SYF,Trailing P/E,7.03
2784,SYF,Forward P/E 1,8.61
2785,SYF,PEG Ratio (5 yr expected) 1,0.76
2786,SYF,Price/Sales (ttm),1.88
2787,SYF,Price/Book (mrq),2.06
2788,SYF,Enterprise Value/Revenue 3,
2789,SYF,Enterprise Value/EBITDA 7,
2790,SYK,Market Cap (intraday) 5,96.25B
2791,SYK,Enterprise Value 3,106.26B
2792,SYK,Trailing P/E,51.34
2793,SYK,Forward P/E 1,25.00
2794,SYK,PEG Ratio (5 yr expected) 1,2.17
2795,SYK,Price/Sales (ttm),5.85
2796,SYK,Price/Book (mrq),6.79
2797,SYK,Enterprise Value/Revenue 3,6.37
2798,SYK,Enterprise Value/EBITDA 7,29.45
2799,SYY,Market Cap (intraday) 5,39.13B
2800,SYY,Enterprise Value 3,48.99B
2801,SYY,Trailing P/E,57.39
2802,SYY,Forward P/E 1,21.51
2803,SYY,PEG Ratio (5 yr expected) 1,0.70
2804,SYY,Price/Sales (ttm),0.70
2805,SYY,Price/Book (mrq),23.39
2806,SYY,Enterprise Value/Revenue 3,0.88
2807,SYY,Enterprise Value/EBITDA 7,19.19
2808,TAP,Market Cap (intraday) 5,10.28B
2809,TAP,Enterprise Value 3,16.88B
2810,TAP,Trailing P/E,18.78
2811,TAP,Forward P/E 1,10.72
2812,TAP,PEG Ratio (5 yr expected) 1,1.32
2813,TAP,Price/Sales (ttm),1.03
2814,TAP,Price/Book (mrq),0.77
2815,TAP,Enterprise Value/Revenue 3,1.70
2816,TAP,Enterprise Value/EBITDA 7,25.41
2817,TPR,Market Cap (intraday) 5,
2818,TPR,Enterprise Value 3,
2819,TPR,Trailing P/E,
2820,TPR,Forward P/E 1,
2821,TPR,PEG Ratio (5 yr expected) 1,
2822,TPR,Price/Sales (ttm),
2823,TPR,Price/Book (mrq),
2824,TPR,Enterprise Value/Revenue 3,
2825,TPR,Enterprise Value/EBITDA 7,
2826,UNH,Market Cap (intraday) 5,
2827,UNH,Enterprise Value 3,
2828,UNH,Trailing P/E,
2829,UNH,Forward P/E 1,
2830,UNH,PEG Ratio (5 yr expected) 1,
2831,UNH,Price/Sales (ttm),
2832,UNH,Price/Book (mrq),
2833,UNH,Enterprise Value/Revenue 3,
2834,UNH,Enterprise Value/EBITDA 7,
2835,VIAC,Market Cap (intraday) 5,
2836,VIAC,Enterprise Value 3,
2837,VIAC,Trailing P/E,
2838,VIAC,Forward P/E 1,
2839,VIAC,PEG Ratio (5 yr expected) 1,
2840,VIAC,Price/Sales (ttm),
2841,VIAC,Price/Book (mrq),
2842,VIAC,Enterprise Value/Revenue 3,
2843,VIAC,Enterprise Value/EBITDA 7,
2844,VTR,Market Cap (intraday) 5,
2845,VTR,Enterprise Value 3,
2846,VTR,Trailing P/E,
2847,VTR,Forward P/E 1,
2848,VTR,PEG Ratio (5 yr expected) 1,
2849,VTR,Price/Sales (ttm),
2850,VTR,Price/Book (mrq),
2851,VTR,Enterprise Value/Revenue 3,
2852,VTR,Enterprise Value/EBITDA 7,
2853,VTRS,Market Cap (intraday) 5,
2854,VTRS,Enterprise Value 3,
2855,VTRS,Trailing P/E,
2856,VTRS,Forward P/E 1,
2857,VTRS,PEG Ratio (5 yr expected) 1,
2858,VTRS,Price/Sales (ttm),
2859,VTRS,Price/Book (mrq),
2860,VTRS,Enterprise Value/Revenue 3,
2861,VTRS,Enterprise Value/EBITDA 7,
2862,WAB,Market Cap (intraday) 5,
2863,WAB,Enterprise Value 3,
2864,WAB,Trailing P/E,
2865,WAB,Forward P/E 1,
2866,WAB,PEG Ratio (5 yr expected) 1,
2867,WAB,Price/Sales (ttm),
2868,WAB,Price/Book (mrq),
2869,WAB,Enterprise Value/Revenue 3,
2870,WAB,Enterprise Value/EBITDA 7,
2871,WDC,Market Cap (intraday) 5,
2872,WDC,Enterprise Value 3,
2873,WDC,Trailing P/E,
2874,WDC,Forward P/E 1,
2875,WDC,PEG Ratio (5 yr expected) 1,
2876,WDC,Price/Sales (ttm),
2877,WDC,Price/Book (mrq),
2878,WDC,Enterprise Value/Revenue 3,
2879,WDC,Enterprise Value/EBITDA 7,
2880,WEC,Market Cap (intraday) 5,
2881,WEC,Enterprise Value 3,
2882,WEC,Trailing P/E,
2883,WEC,Forward P/E 1,
2884,WEC,PEG Ratio (5 yr expected) 1,
2885,WEC,Price/Sales (ttm),
2886,WEC,Price/Book (mrq),
2887,WEC,Enterprise Value/Revenue 3,
2888,WEC,Enterprise Value/EBITDA 7,
2889,WELL,Market Cap (intraday) 5,
2890,WELL,Enterprise Value 3,
2891,WELL,Trailing P/E,
2892,WELL,Forward P/E 1,
2893,WELL,PEG Ratio (5 yr expected) 1,
2894,WELL,Price/Sales (ttm),
2895,WELL,Price/Book (mrq),
2896,WELL,Enterprise Value/Revenue 3,
2897,WELL,Enterprise Value/EBITDA 7,
2898,WST,Market Cap (intraday) 5,
2899,WST,Enterprise Value 3,
2900,WST,Trailing P/E,
2901,WST,Forward P/E 1,
2902,WST,PEG Ratio (5 yr expected) 1,
2903,WST,Price/Sales (ttm),
2904,WST,Price/Book (mrq),
2905,WST,Enterprise Value/Revenue 3,
2906,WST,Enterprise Value/EBITDA 7,
2907,WU,Market Cap (intraday) 5,
2908,WU,Enterprise Value 3,
2909,WU,Trailing P/E,
2910,WU,Forward P/E 1,
2911,WU,PEG Ratio (5 yr expected) 1,
2912,WU,Price/Sales (ttm),
2913,WU,Price/Book (mrq),
2914,WU,Enterprise Value/Revenue 3,
2915,WU,Enterprise Value/EBITDA 7,
2916,WYNN,Market Cap (intraday) 5,
2917,WYNN,Enterprise Value 3,
2918,WYNN,Trailing P/E,
2919,WYNN,Forward P/E 1,
2920,WYNN,PEG Ratio (5 yr expected) 1,
2921,WYNN,Price/Sales (ttm),
2922,WYNN,Price/Book (mrq),
2923,WYNN,Enterprise Value/Revenue 3,
2924,WYNN,Enterprise Value/EBITDA 7,
2925,XLNX,Market Cap (intraday) 5,
2926,XLNX,Enterprise Value 3,
2927,XLNX,Trailing P/E,
2928,XLNX,Forward P/E 1,
2929,XLNX,PEG Ratio (5 yr expected) 1,
2930,XLNX,Price/Sales (ttm),
2931,XLNX,Price/Book (mrq),
2932,XLNX,Enterprise Value/Revenue 3,
2933,XLNX,Enterprise Value/EBITDA 7,
2934,XOM,Market Cap (intraday) 5,
2935,XOM,Enterprise Value 3,
2936,XOM,Trailing P/E,
2937,XOM,Forward P/E 1,
2938,XOM,PEG Ratio (5 yr expected) 1,
2939,XOM,Price/Sales (ttm),
2940,XOM,Price/Book (mrq),
2941,XOM,Enterprise Value/Revenue 3,
2942,XOM,Enterprise Value/EBITDA 7,
2943,ZBH,Market Cap (intraday) 5,
2944,ZBH,Enterprise Value 3,
2945,ZBH,Trailing P/E,
2946,ZBH,Forward P/E 1,
2947,ZBH,PEG Ratio (5 yr expected) 1,
2948,ZBH,Price/Sales (ttm),
2949,ZBH,Price/Book (mrq),
2950,ZBH,Enterprise Value/Revenue 3,
2951,ZBH,Enterprise Value/EBITDA 7,
